Balance,BonusMiles,BonusTrans,DaysSinceEnroll,FlightMiles,FlightTrans
69959,16504,13,6108,0,0
73601,12902,36,2624,2000,4
55086,525,3,3293,400,2
11500,0,0,1695,0,0
48333,10123,14,6737,0,0
10491,5025,11,6357,150,1
54388,27516,14,3903,0,0
46157,1625,3,5609,500,1
148053,10250,2,5301,250,1
35062,16237,26,4152,0,0
25671,10513,12,2945,0,0
33064,300,3,1895,0,0
28979,6494,12,6010,0,0
45137,2000,1,1319,0,0
17111,13577,10,4434,0,0
78130,37251,15,6120,900,2
151265,61068,13,1213,0,0
235567,16106,15,5728,0,0
86913,23705,6,2691,0,0
10872,4500,27,3882,0,0
15655,2807,12,2476,957,4
98339,16336,13,3145,0,0
3625,2000,9,1431,0,0
822321,138334,26,3288,600,2
92905,1766,10,4827,0,0
118067,8715,12,3718,0,0
24579,2100,10,1967,0,0
20248,18507,37,4488,1700,5
218191,24630,17,5240,0,0
58951,47994,15,6625,500,1
17481,0,0,1535,0,0
4708,1000,1,4232,0,0
190295,3501,15,8296,0,0
10621,90,3,2223,0,0
330644,0,0,5822,0,0
34443,2125,10,4233,0,0
63311,90181,34,4604,950,6
146248,2900,4,6333,1400,3
111793,500,1,4057,0,0
198317,61714,16,8289,0,0
97416,63679,29,5093,0,0
70308,41704,19,2186,0,0
86273,35304,15,2523,500,1
184805,52755,22,4726,0,0
347096,12000,6,6408,0,0
97391,26299,8,1607,0,0
20702,30451,24,5856,1100,5
86285,61274,14,6249,0,0
24475,800,8,1614,800,8
82605,23049,15,6417,0,0
114067,42569,23,3336,0,0
26740,619,7,6213,0,0
88232,11550,5,3729,550,3
6789,0,0,2237,0,0
29350,27703,15,3020,0,0
3446,0,0,3245,0,0
63820,13981,15,4608,0,0
34257,2010,4,4309,0,0
20982,44238,18,4716,0,0
19702,3000,1,6554,0,0
85823,0,0,2074,0,0
124030,61599,16,5934,0,0
139032,19565,17,1481,1150,4
5459,9864,14,880,0,0
99196,28334,16,2595,0,0
138332,67836,17,4692,0,0
35316,1250,4,5330,500,1
40418,12678,12,6541,0,0
26156,23831,16,5297,0,0
9575,0,0,1835,0,0
25629,107308,36,5966,600,2
126701,20636,15,2878,0,0
25302,11312,13,5245,0,0
30306,2500,1,4309,0,0
71682,11662,11,3173,0,0
142244,12325,13,3578,0,0
31230,815,5,4931,815,5
143378,3000,4,5905,1500,3
2125,875,7,1396,0,0
210496,9022,24,5953,4900,19
38884,2850,13,5729,500,1
5931,0,0,882,0,0
32270,0,0,2040,0,0
135770,4700,5,4215,200,3
17699,0,0,5505,0,0
14304,0,0,4600,0,0
133954,37670,18,7654,1500,3
96026,25670,19,4310,0,0
28028,0,0,1548,0,0
115215,5824,7,2096,0,0
55843,6000,3,4341,0,0
68456,6317,5,2488,0,0
87402,41685,21,3306,0,0
2502,15500,4,4761,500,1
195754,98535,40,5202,2550,9
1199220,3800,19,8023,3300,18
123313,31595,15,3959,0,0
127693,17383,15,6246,0,0
1010,0,0,1423,0,0
43749,9557,5,4664,0,0
25563,303,8,3511,0,0
11245,0,0,1920,0,0
32742,61857,26,7488,0,0
295638,5422,20,7700,818,2
83590,3708,22,8228,0,0
28049,100,2,1164,0,0
17893,9623,13,3074,0,0
1875,1250,3,6266,0,0
33373,0,0,5427,0,0
707079,57173,40,7523,3450,12
103172,3125,3,2416,0,0
36790,7158,14,6133,0,0
26164,0,0,2566,0,0
166417,28607,11,4357,0,0
119214,19633,23,1041,15533,17
12688,0,0,2993,0,0
16700,1500,5,1269,0,0
75971,34339,14,6869,0,0
127835,52700,21,2301,0,0
49151,12931,38,1423,0,0
14614,2275,3,4567,0,0
48852,1058,3,2278,0,0
10069,200,1,4933,0,0
36953,25598,16,2997,0,0
38224,2587,10,4824,0,0
18661,0,0,6352,0,0
7545,616,6,4587,0,0
229744,68754,35,7467,550,2
44764,5539,6,2081,0,0
29150,13952,14,2544,0,0
55381,0,0,3600,0,0
36033,36033,13,4079,0,0
208804,56204,31,4429,500,1
57927,1500,3,5149,1500,3
42351,28959,14,5594,0,0
204582,4671,14,7498,0,0
9175,4000,25,1428,0,0
375927,18202,30,5652,1100,3
38591,11039,18,3488,0,0
114037,14000,7,3201,500,1
292023,14125,12,3683,3250,7
27204,7627,16,1968,0,0
23696,5577,10,5531,0,0
97510,71609,51,1665,7650,26
184301,6454,13,4010,3954,12
20352,1900,5,2658,500,1
264735,6980,17,2894,0,0
69884,89360,24,1990,450,2
42042,9846,14,1606,0,0
62705,2750,15,1422,0,0
78028,36269,24,8289,0,0
65263,22500,4,3844,0,0
382546,136619,34,8228,3000,6
9375,3250,19,1410,0,0
47905,14575,16,4245,2000,4
75949,952,4,2195,0,0
19881,2472,15,2186,0,0
100069,18745,13,3454,0,0
9520,12515,13,2438,0,0
78462,20291,14,2311,0,0
56395,72905,24,2344,1800,4
76513,45265,16,3235,0,0
143200,79837,28,6667,50,1
23553,1587,4,6295,487,2
21689,0,0,6570,0,0
10915,5455,15,2473,0,0
105579,16332,12,2830,0,0
20335,5115,2,768,0,0
12602,5632,5,158,500,1
6250,2250,11,1365,0,0
44038,21634,11,872,0,0
18068,0,0,5174,0,0
212976,19926,12,7624,0,0
95728,56111,14,1372,0,0
6663,1125,7,7575,750,4
17377,500,1,2010,0,0
28493,21845,22,3932,300,1
49271,20695,11,852,0,0
16999,140,1,8296,0,0
106773,12900,10,8289,1400,8
65508,14000,7,6015,2500,5
26693,22057,14,1863,0,0
37550,0,0,2579,0,0
192889,10500,5,4096,0,0
50212,1507,7,1801,500,1
131528,10365,17,6227,500,1
51367,40004,24,2434,0,0
4460,4741,14,3113,1816,1
6350,0,0,3657,0,0
22461,150,1,2223,150,1
20844,20844,10,4474,0,0
41133,635,3,4419,0,0
45005,0,0,2934,0,0
242062,5125,18,2150,0,0
118940,36001,17,7484,150,1
25210,14500,5,2138,500,1
67612,0,0,4442,0,0
60250,43071,12,2214,0,0
93700,58745,14,4827,0,0
9620,500,1,1523,0,0
37514,35874,31,4537,500,1
1650,1250,3,5554,250,1
65340,33795,11,3775,500,1
59895,10500,4,3497,0,0
11548,1634,7,3837,0,0
50675,1100,2,6282,100,1
3734,61096,18,6760,150,2
19896,9866,11,4602,0,0
62124,0,0,2355,0,0
18272,2920,5,3405,0,0
2176,0,0,7847,0,0
114376,33949,15,5009,0,0
217846,49198,20,7215,0,0
58452,0,0,8296,0,0
62396,1250,3,8075,0,0
8063,18250,5,1950,0,0
149678,0,0,7022,0,0
141813,39743,14,7254,0,0
32563,4200,3,4282,200,1
23551,2375,12,4663,0,0
21787,1500,5,1704,0,0
30554,38243,25,5324,0,0
19032,2375,12,6169,0,0
2000,0,0,3188,0,0
232171,22258,30,6340,650,2
208519,4040,6,6627,450,2
35203,1800,16,3832,1800,16
33413,31605,8,647,0,0
20529,0,0,2644,0,0
12906,0,0,4124,0,0
15349,250,2,6457,0,0
20508,22250,8,6794,1250,5
99226,5796,12,1811,0,0
41279,8682,14,2241,0,0
74073,45526,41,2976,200,1
91237,78864,26,4321,0,0
64538,0,0,6123,0,0
1866,1128,8,1782,0,0
241165,1700,3,3000,200,2
771,40256,4,4203,0,0
111157,32883,19,7771,0,0
135828,34495,28,2142,450,2
35969,11665,21,6977,0,0
16341,0,0,3190,0,0
149959,85844,51,5986,1400,4
74342,4389,12,8228,0,0
45575,23223,17,2964,0,0
11875,3625,22,1388,0,0
80612,32334,20,5839,0,0
60331,17878,27,3036,0,0
63364,15415,11,2560,0,0
14457,1875,8,2409,0,0
161813,126941,20,7026,0,0
58898,23050,15,4328,50,1
58139,38408,16,7227,150,1
45766,4550,11,5002,1300,7
72623,0,0,4957,0,0
96988,7761,14,5715,0,0
12766,1900,4,4072,400,2
41648,32117,35,5408,2200,5
5625,2350,12,1270,0,0
37171,3450,5,1341,950,4
21216,7787,12,3378,0,0
16984,10334,15,4884,0,0
88122,19408,13,5174,0,0
6803,1644,11,1296,0,0
74777,20630,8,5384,0,0
11133,0,0,3147,0,0
236274,61515,12,7375,0,0
194604,6606,10,6190,0,0
32125,1010,4,1795,500,2
25463,7973,14,5813,0,0
8927,0,0,8296,0,0
73597,25447,8,1402,0,0
54039,5250,22,1709,1250,10
22457,17579,15,2858,0,0
95989,92159,30,7518,1329,4
45613,29117,16,4625,350,1
11355,135,3,3916,0,0
33020,6155,25,5322,1500,3
35493,0,0,1602,0,0
144171,33200,15,6073,0,0
96031,46588,21,8289,0,0
120447,53804,15,4840,350,1
67770,23960,15,5539,0,0
3258,0,0,106,0,0
17191,2484,6,922,2484,6
81952,64754,22,5427,0,0
44760,3105,6,5455,100,2
440265,22750,15,6234,1250,10
245758,2750,4,6179,750,2
99405,14150,11,5400,2150,9
24917,3948,14,1457,0,0
16883,4398,12,1626,500,2
7291,0,0,4104,0,0
23786,16950,4,5364,0,0
14732,100,1,8289,0,0
21839,853,3,3638,119,1
6240,0,0,1679,0,0
121156,12245,6,1538,1000,2
7490,0,0,3042,0,0
110980,12900,8,4853,950,4
68180,2044,9,3550,0,0
91974,19223,18,6372,500,1
63547,31745,14,5748,0,0
293648,22148,15,6161,0,0
128456,70125,28,3764,0,0
26421,1250,3,4593,0,0
43310,11943,14,1804,0,0
170309,66546,20,5009,4130,4
104052,6016,12,4331,0,0
31899,29816,20,1804,500,1
120073,12423,29,7276,0,0
6551,300,3,1117,300,3
38822,2000,9,5304,0,0
1456,500,1,1130,0,0
168778,57060,20,3326,500,1
35801,3337,13,3743,0,0
24917,16239,13,5857,150,1
33383,0,0,4163,0,0
43510,4850,6,3328,350,2
45830,23404,10,6459,0,0
66590,1300,13,1975,0,0
30546,11304,14,3900,0,0
16583,2625,7,7682,0,0
145723,59858,16,8296,0,0
67070,34600,27,2416,2100,10
26325,14559,20,5521,1310,2
42438,519,10,5349,0,0
161321,59645,21,5147,0,0
15088,5625,15,6177,0,0
18402,0,0,3746,0,0
65664,11899,5,1121,0,0
368535,146201,21,4210,2600,6
14739,1800,4,5332,800,3
3789,181,3,4756,0,0
120941,42301,21,7588,0,0
7658,300,1,3231,0,0
17470,4100,9,4691,2500,5
110247,13690,16,5272,0,0
283670,39260,39,3972,200,1
13271,0,0,1435,0,0
1021,100,1,3553,0,0
124775,11564,8,4847,700,2
46378,2358,5,1766,2358,5
1125,0,0,898,0,0
6000,0,0,5286,0,0
25080,2060,12,3795,0,0
22455,38814,17,4175,0,0
53543,21183,11,1149,563,2
15610,0,0,3508,0,0
7400,2600,14,1394,0,0
103888,4379,3,2238,4379,3
54189,8940,17,4791,0,0
63437,7160,15,4595,0,0
252741,29296,19,4189,635,3
66956,4520,5,1342,1508,1
9126,1202,13,4554,350,1
68891,37257,14,5178,500,1
40675,1413,9,2895,0,0
21933,27166,15,4974,550,1
56174,6589,15,1768,0,0
1439,80,2,2684,0,0
48877,11761,35,5371,371,2
40425,3300,8,1753,1700,5
29861,28190,15,6407,0,0
24868,205,5,6689,0,0
25541,660,3,4520,0,0
88192,47848,22,4784,500,1
71263,80554,41,2987,0,0
109505,15766,23,1867,0,0
27712,750,2,3491,750,2
33466,355,3,3592,0,0
150972,2700,3,3645,700,2
5000,2125,3,1412,0,0
86638,45861,13,2867,0,0
12612,0,0,4170,0,0
54392,0,0,5807,0,0
94544,111827,8,4105,350,1
1836,850,4,5329,350,3
27981,63004,17,2921,0,0
25544,3271,7,4580,0,0
15378,25236,9,2741,736,3
17539,500,3,628,400,2
7061,7100,12,7218,0,0
71076,10000,1,4820,0,0
17778,0,0,5897,0,0
10179,5321,15,4989,0,0
190542,8487,9,7267,0,0
28086,7368,12,7549,0,0
45412,1100,3,5163,1100,3
163083,3825,9,6428,450,4
62895,8500,4,5520,0,0
4652,0,0,207,0,0
162369,41359,15,4113,500,1
11700,0,0,2585,0,0
118531,44577,38,6868,0,0
226941,44771,17,4099,0,0
22093,14857,11,2587,200,1
81055,14344,14,4610,0,0
36736,0,0,4134,0,0
34996,6313,14,2909,150,1
126167,190160,15,1612,0,0
50386,2750,8,1721,0,0
13899,5125,31,1705,0,0
15135,13357,14,2579,0,0
80988,4413,5,4707,0,0
163976,39098,18,4922,2594,4
127768,65264,21,5064,250,1
14525,4625,28,5317,0,0
31311,3961,10,6494,0,0
87938,11268,2,7085,0,0
73852,0,0,4252,0,0
18924,4000,18,5168,0,0
183370,30988,14,4848,12988,9
147472,20645,16,6163,0,0
35323,1875,8,3553,0,0
2131,405,3,1480,0,0
109380,7537,16,7749,0,0
26129,20265,17,3629,0,0
20726,1375,4,7924,0,0
11925,400,4,4015,400,4
282784,19314,17,2460,3100,7
24394,3250,3,5713,250,1
3962,292,8,4027,0,0
11181,929,12,1407,0,0
5199,28100,16,2592,0,0
276607,11430,14,4791,6430,11
29291,31357,32,1391,1950,6
25333,11229,16,6099,300,2
57474,5535,7,4364,0,0
59839,26962,18,3404,0,0
70133,7396,16,6392,0,0
28621,13878,20,7479,1400,10
44247,40939,26,6184,0,0
47958,0,0,7130,0,0
28931,6500,4,6354,500,1
51730,2875,16,3264,0,0
27155,47252,15,3001,300,1
23552,36165,11,4300,0,0
168246,4600,4,4103,100,2
82655,101101,19,8057,700,2
51176,40397,16,2243,0,0
84856,6894,13,5547,0,0
77965,41126,33,3120,2683,7
34204,16862,9,3596,1700,5
4224,0,0,336,0,0
32141,3500,14,5768,0,0
11593,9055,16,3558,0,0
132256,15040,24,5988,899,3
57346,7946,6,492,5446,5
329,23492,14,4868,0,0
36844,21715,16,3161,0,0
26650,4652,11,1958,4652,11
25089,40763,19,5259,550,2
95982,3630,3,2623,0,0
112501,19140,11,7101,0,0
27989,25369,16,4981,2729,2
126555,41253,19,6280,0,0
18260,500,1,2780,0,0
51172,500,4,1939,0,0
62998,11326,24,7253,0,0
19348,17059,19,6022,0,0
326704,37408,19,2962,0,0
16992,0,0,5582,0,0
374613,23592,31,3463,5000,14
278437,50888,26,4744,0,0
29005,90,3,3060,0,0
16065,0,0,4456,0,0
13936,1625,6,1418,0,0
166199,10550,5,1851,50,1
8320,0,0,5164,0,0
158483,9018,11,8289,0,0
20537,44791,21,1569,2612,4
34854,750,5,6063,650,4
22998,0,0,1644,0,0
4600,140,1,5959,0,0
113683,11821,12,5773,0,0
4838,23592,16,5024,500,1
16569,3204,8,2120,0,0
20353,1729,5,2298,0,0
247743,51296,20,5087,500,1
17397,1750,7,1215,0,0
9673,0,0,2501,0,0
62569,33765,19,4888,50,1
52718,11540,11,1755,0,0
53914,33767,45,6826,5550,29
76595,10577,2,1515,9577,1
40757,14002,11,5912,0,0
135168,29156,16,6002,300,2
323459,12000,8,6378,1500,3
142810,8000,4,3049,0,0
45950,38921,22,4302,750,2
25992,24333,10,1678,0,0
13040,500,1,3972,0,0
112891,500,1,3909,500,1
266200,5000,1,5583,0,0
10845,0,0,1621,0,0
13046,0,0,4597,0,0
20789,0,0,4279,0,0
2344,1478,10,4481,0,0
33010,0,0,3915,0,0
11512,3667,14,4460,0,0
135568,40051,21,3166,0,0
34327,0,0,6745,0,0
40284,7719,5,6827,0,0
235422,30208,14,2629,0,0
4546,1000,1,239,0,0
20417,5000,1,3013,0,0
96827,12100,19,5801,8100,17
88177,53468,19,5080,400,1
2622,1625,6,1404,0,0
119082,4230,17,6340,3600,14
5393,0,0,4517,0,0
39728,16359,11,1860,0,0
144570,49052,15,5617,0,0
340874,68090,43,6305,5676,27
80272,34744,14,3728,550,2
75279,5375,21,2459,0,0
19694,2125,10,1436,0,0
40567,18122,16,6268,0,0
72325,56792,16,5731,0,0
87293,21584,17,7406,1050,2
1227,0,0,5786,0,0
22652,57642,14,7271,0,0
241918,40945,13,5379,0,0
346178,63803,16,6645,0,0
131554,64937,15,5428,0,0
63587,500,1,6184,500,1
82114,58335,15,5658,0,0
4096,3802,8,2433,0,0
46706,3344,16,2609,0,0
294881,84800,20,7279,0,0
11820,2045,5,6227,0,0
36491,500,1,1027,500,1
17376,4920,11,2265,0,0
35065,5400,5,7311,1400,3
402874,74800,15,7582,0,0
59704,57404,14,2440,0,0
2039,0,0,2451,0,0
8992,9113,11,2145,0,0
76702,21568,17,6025,0,0
0,5491,18,3204,2116,5
23846,9177,6,2678,0,0
53983,24862,13,3512,0,0
82380,2601,13,5071,0,0
85696,18603,14,1591,0,0
22412,11654,12,4460,0,0
22548,3225,9,3852,0,0
139882,47089,15,4859,0,0
174743,27460,12,2326,0,0
59650,5050,16,1476,3950,13
108341,19670,21,7488,0,0
51304,11611,40,4708,10075,36
36294,0,0,3956,0,0
28484,350,3,2782,0,0
92336,11214,6,6884,0,0
60864,23364,19,4436,50,1
6835,765,3,596,0,0
3977,0,0,3593,0,0
57909,5150,4,6323,0,0
126148,6273,8,6435,0,0
37911,2250,11,4385,0,0
45006,1400,6,925,300,4
100634,69669,28,4193,1540,12
60349,10350,18,3468,0,0
26080,9872,13,8228,0,0
16504,500,4,1397,0,0
21747,0,0,5638,0,0
46349,33923,20,4856,1100,2
28205,101685,16,5267,0,0
4087,500,4,4684,0,0
62023,750,4,3819,550,1
278457,57313,27,7101,1000,2
28335,400,3,2161,0,0
44307,7944,8,6060,0,0
22424,648,2,3951,0,0
45494,5021,16,8228,600,2
69788,1500,3,2705,1500,3
23173,7843,8,2565,0,0
16420,0,0,6942,0,0
38312,37419,14,5980,0,0
65458,28356,24,3382,1100,3
68532,68704,21,2822,0,0
14426,0,0,4096,0,0
1022,0,0,277,0,0
72085,20310,12,2462,150,1
39207,965,3,3757,0,0
142175,37461,22,6732,0,0
10152,0,0,6010,0,0
8273,0,0,1474,0,0
13375,15732,43,5916,9200,28
105166,37663,22,7120,0,0
383030,8001,25,7326,3226,15
66875,3206,17,4308,0,0
87553,15681,14,4547,0,0
156219,55874,24,5015,0,0
20518,5580,10,2600,0,0
55703,0,0,6520,0,0
29182,50698,14,2999,0,0
31673,2500,1,283,0,0
43326,1100,7,5776,1100,7
42639,7366,12,4181,0,0
17739,437,4,5941,0,0
61081,37682,21,2509,2000,4
93198,28923,18,500,0,0
188759,3082,3,2817,0,0
108950,3300,9,5259,3300,9
19998,4309,13,4995,0,0
218207,8500,4,6114,0,0
258422,48708,17,5657,0,0
80737,2845,5,3028,150,1
12375,3875,24,863,0,0
101290,33876,22,2291,500,1
48127,41447,28,6421,0,0
73501,21014,26,1720,3694,8
23720,4000,3,1678,500,1
11255,0,0,6428,0,0
49436,33836,13,2167,0,0
150698,43589,20,6193,1200,4
61598,0,0,6311,0,0
41275,0,0,2035,0,0
97486,22707,15,6387,0,0
456509,500,1,4201,500,1
22372,14766,12,4950,0,0
14414,0,0,7024,0,0
93743,1210,7,4676,650,5
61405,32316,20,4828,1350,8
5000,5000,1,2893,0,0
106378,56007,14,3607,0,0
910,5172,13,6662,0,0
121395,4970,8,6889,650,2
21083,129330,16,8296,1000,2
49991,44146,27,4803,2510,4
198859,17855,14,8296,500,1
17334,6783,27,6318,50,1
58970,13467,18,3946,0,0
86588,4537,4,1072,0,0
29196,7011,15,2082,0,0
18328,0,0,6790,0,0
15129,0,0,8296,0,0
10959,500,1,3469,0,0
36513,825,3,1611,725,2
111041,10252,12,3875,0,0
4399,750,6,1369,0,0
29244,6252,13,2650,0,0
7371,1375,4,4505,0,0
6338,0,0,322,0,0
8516,0,0,5566,0,0
77814,43914,17,4587,0,0
39628,0,0,6711,0,0
14988,2100,10,6203,0,0
18351,0,0,4744,0,0
80250,895,2,6833,0,0
127199,2563,14,2917,0,0
26862,15510,15,4965,0,0
17500,0,0,6400,0,0
21461,40806,28,6011,0,0
207545,11137,34,8105,4387,12
18735,4100,19,1913,0,0
1125076,23046,14,8107,0,0
35356,18520,15,3637,300,1
133052,17424,15,5843,0,0
84409,15436,16,7766,1150,4
49560,0,0,2770,0,0
11648,475,4,5318,0,0
8684,0,0,544,0,0
13812,15149,39,7110,0,0
16825,4250,27,1431,0,0
111064,12700,7,4547,2700,6
257068,5900,4,6420,400,1
25788,4650,13,3687,4650,13
46272,5720,10,5092,800,3
109532,128048,53,6372,7939,26
21915,7000,33,4289,0,0
11552,0,0,481,0,0
26605,3704,11,3543,0,0
49588,4960,14,3299,100,1
48433,3500,4,6807,500,1
11572,7164,22,1163,0,0
25090,25860,9,1786,0,0
24038,6290,14,8289,0,0
104442,38180,23,5029,1450,5
40808,38612,27,4490,400,2
71794,6000,3,1453,0,0
118934,66222,37,7354,2250,17
74280,23735,18,1425,0,0
49331,23572,12,4888,100,1
42071,500,1,502,0,0
202168,12463,18,2098,0,0
29346,150,1,2773,150,1
176982,2299,9,5234,0,0
170049,10232,16,5770,750,2
1701,10,1,4260,0,0
72497,24279,13,2161,0,0
507371,51765,18,4770,450,1
101901,17898,22,4433,100,1
30902,4175,12,3384,50,1
103891,140573,21,5699,1150,3
1612,955,9,8296,0,0
19634,0,0,4198,0,0
29506,4826,16,4993,500,2
194875,7550,6,3831,1050,3
23984,2737,14,4905,0,0
16875,500,1,1838,0,0
6978,610,3,4349,0,0
10000,3375,19,1418,0,0
115197,17638,24,4820,0,0
72019,20430,8,1789,0,0
18111,4625,26,6463,0,0
12176,875,7,2268,0,0
89480,2946,4,5902,1946,3
121639,67286,7,7288,0,0
34546,1500,2,5612,0,0
94201,21559,13,1716,0,0
10740,0,0,4926,0,0
12950,12798,18,3432,195,1
377252,230629,30,6996,6393,13
13290,3175,5,4679,0,0
48721,18781,12,4672,300,3
10824,3375,19,867,0,0
19823,1095,3,6730,335,1
47787,47223,21,2921,450,1
38918,6505,29,4442,618,2
132871,300,3,1719,200,2
109268,7401,17,4034,750,1
215155,57130,15,3069,0,0
63193,20372,14,3036,100,1
70565,25261,15,5499,750,2
37348,0,0,7472,0,0
16103,10819,13,5427,0,0
65904,47224,35,3655,5350,18
32091,8426,17,1731,1000,2
17079,4000,3,1605,0,0
36829,42497,19,1015,1001,1
23257,0,0,361,0,0
146173,13871,17,4414,0,0
119977,9275,16,7226,1400,4
292533,64186,15,6095,1000,2
27310,15537,16,3623,500,1
12263,325,1,3224,325,1
34862,2725,5,3004,0,0
259582,3833,21,4638,1762,9
298121,60808,20,7640,500,1
400,160,1,3460,0,0
60170,17235,14,5351,0,0
55778,6500,12,3704,500,1
65926,11639,17,3362,0,0
620498,25395,53,8296,1750,14
59874,0,0,3986,0,0
39503,16671,18,4884,2339,2
4750,1875,8,1416,0,0
113731,1700,5,4482,700,4
128213,7956,13,2522,500,1
97349,42774,14,6128,0,0
110839,17550,24,2272,7550,23
141491,63060,6,5827,0,0
92492,11029,6,2839,0,0
131755,37299,16,3952,0,0
288379,15942,8,4741,1442,5
51680,54926,65,2112,3088,8
9157,22802,10,901,1245,3
6125,2750,8,144,0,0
18932,24660,22,6091,0,0
13301,3500,21,1400,0,0
42481,24617,16,678,0,0
164307,21704,14,4023,0,0
60856,17332,8,2076,0,0
34894,13955,17,2447,0,0
10710,1000,1,3460,0,0
194816,20822,25,2424,6647,12
706,730,3,1739,100,1
1022,0,0,463,0,0
19382,195,2,2545,0,0
16136,0,0,1177,0,0
12184,1160,3,3939,0,0
20971,43527,34,1695,0,0
34535,2719,12,1358,0,0
19578,5208,11,1632,0,0
80214,500,1,7029,500,1
1837,1000,1,219,0,0
642,0,0,355,0,0
25125,1875,8,5147,0,0
217130,51202,20,5745,0,0
1258,475,4,6134,0,0
76118,79154,41,3621,1992,2
43686,4039,12,4328,0,0
74651,10893,22,3456,0,0
50230,4149,9,3727,800,4
31572,0,0,4299,0,0
58778,28325,13,4919,0,0
19787,2016,9,4258,500,1
54337,2131,9,5976,230,1
24407,923,10,3910,0,0
21461,4010,26,1509,0,0
16866,0,0,5072,0,0
25268,4566,8,2126,800,3
105683,28386,17,6361,0,0
25807,550,3,1838,550,3
238446,37766,28,890,1550,11
65519,0,0,4150,0,0
12024,0,0,5119,0,0
32824,1660,5,2339,100,1
137908,57713,19,7250,0,0
126490,8808,15,1566,5183,12
89999,11694,13,7530,0,0
4000,0,0,3453,0,0
91755,5026,8,2676,751,3
148318,51197,22,6648,350,2
26077,6768,4,3487,0,0
12742,0,0,7966,0,0
22963,0,0,2998,0,0
2692,800,4,2447,50,1
156853,37625,14,4510,0,0
76938,23503,13,2422,0,0
54177,45403,15,2123,500,1
84979,36702,16,1600,0,0
31520,130,2,2858,0,0
6458,0,0,8296,0,0
8740,1250,3,5395,0,0
5580,60,2,4533,0,0
84305,78931,15,4734,0,0
57587,2620,6,5799,0,0
43348,68846,25,2869,200,1
90307,3150,3,4664,650,2
87474,4581,15,7634,0,0
15275,75,2,2761,0,0
105957,4881,12,3859,0,0
15835,112171,16,5825,0,0
176090,5300,9,7344,2200,6
59913,2210,5,3481,150,1
68666,350,2,7861,350,2
8250,3000,17,915,0,0
13381,1000,8,8289,0,0
19640,935,3,1451,0,0
149305,49893,19,4030,0,0
8647,0,0,4036,0,0
40576,0,0,5118,0,0
312512,100,1,7078,100,1
31789,10220,17,2699,0,0
44792,9463,16,2430,0,0
164178,35314,23,4883,1100,3
7500,2950,8,1668,2850,7
451294,45907,22,3347,500,1
16090,850,6,2592,850,6
12824,500,4,1677,0,0
183303,11500,3,3281,500,1
114719,0,0,1136,0,0
135374,23835,22,2294,917,2
9446,0,0,667,0,0
39715,17388,12,2826,0,0
140914,0,0,1791,0,0
58421,1000,1,6532,0,0
143481,45891,15,7437,0,0
31593,3128,12,5846,0,0
24765,19969,5,595,0,0
25766,2548,16,2973,100,2
49807,6393,20,3718,0,0
162840,57382,15,2277,0,0
24580,255,3,1926,0,0
86500,51740,20,1691,0,0
131618,46473,16,4274,0,0
15243,675,3,1944,0,0
23894,6000,3,2705,0,0
46967,2000,9,2888,0,0
110277,37110,18,6445,1500,3
13144,18615,18,6196,0,0
88449,11402,18,8296,1450,5
100992,8144,16,5422,409,2
84179,22397,19,1976,0,0
194111,12350,30,1777,2750,15
61191,8502,17,2112,0,0
197328,60447,12,7092,0,0
54899,500,1,1401,500,1
255797,62107,16,5832,0,0
121390,8500,4,3342,0,0
39985,15103,21,5794,0,0
8060,1750,4,1534,0,0
98343,31961,16,4971,0,0
17769,5165,10,1807,0,0
52980,17078,14,8237,0,0
98608,969,12,4663,0,0
28443,53065,18,2462,150,1
7329,10639,16,2993,0,0
12096,50,1,2607,50,1
16618,897,5,3620,0,0
58538,48670,19,4352,500,2
65812,185,2,2854,0,0
53040,3960,9,1595,0,0
726,0,0,4268,0,0
13033,1625,6,4334,0,0
55472,17848,18,3566,3763,3
36311,100,1,1766,100,1
16230,486,2,7477,0,0
23193,650,4,7861,550,3
61455,28765,17,7183,0,0
56017,3905,6,4086,1668,1
120945,4300,4,5871,300,2
16152,6129,19,1635,500,5
73027,34002,19,4063,0,0
10630,550,6,1670,0,0
50783,11595,15,2060,0,0
139849,19946,15,8228,0,0
56745,6000,3,3280,0,0
56480,35841,31,5401,500,1
64924,14971,13,1989,0,0
38718,0,0,7314,0,0
25753,3400,21,1614,0,0
67495,8620,8,1302,0,0
94875,58314,25,4736,800,7
22805,26334,27,3294,1800,6
45340,14063,16,4660,500,1
187462,10500,5,3953,500,4
9793,3100,2,5755,0,0
8913,2050,10,3630,50,1
117329,6448,11,7416,0,0
25341,38,4,3995,0,0
189235,20487,20,5282,0,0
26069,0,0,1278,0,0
190208,37122,38,5091,1800,6
72962,28055,16,3869,0,0
68012,247,3,3342,0,0
16188,3726,7,900,300,4
36079,22506,22,5323,150,1
64153,23563,19,3575,0,0
55997,68320,23,5899,0,0
14528,6000,7,8289,3000,6
95925,7337,22,4625,350,2
90855,23992,13,5919,0,0
276,2396,3,3042,396,1
55152,14630,14,1662,0,0
102230,3406,5,2620,500,1
44824,21107,19,5916,2000,4
430,220,1,2196,0,0
50895,29618,15,2980,0,0
25748,0,0,2566,0,0
139664,63706,14,5505,0,0
8910,150,1,6413,150,1
32356,22918,19,6571,0,0
119239,36362,15,7467,250,1
