CTR,titleWords,adWords,depth,position,advCTR,queryCTR,queryCTRInPos
0.0187,11,30,1,1,0.0191,0.0331,0.0379
0.0323,5,21,2,1,0.024,0.0329,0.03
0,9,25,2,2,0.0832,0.0246,0.0122
0.0926,9,23,2,1,0.196,0.1219,0.177
0.1466,8,24,2,1,0.0426,0.0725,0.094
0.0041,9,19,1,1,0.0098,0.0021,0.0024
0.0507,12,22,1,1,0.0532,0.0596,0.0798
0.0973,7,24,2,1,0.0426,0.0897,0.1179
0.0191,6,14,2,2,0.0273,0.0357,0.0182
0.0471,8,25,1,1,0.0426,0.0321,0.0332
0.0114,14,20,1,1,0.0407,0.0094,0.0144
0.0191,13,25,1,1,0.0479,0.0176,0.0182
0.1244,8,21,2,1,0.0426,0.0483,0.059
0.0248,6,14,1,1,0.0273,0.0282,0.0357
0.0467,9,20,2,1,0.0401,0.0172,0.0241
0.0038,4,7,3,1,0.016,0.0384,0.0575
0.011,8,17,1,1,0.02,0.0103,0.0136
0.0254,6,24,1,1,0.0136,0.0287,0.0422
0.0188,5,22,2,1,0.0233,0.0356,0.0384
0.0051,9,25,1,1,0.0218,0.0016,0.0026
0.025,7,25,1,1,0.024,0.0298,0.0377
0.0147,7,20,2,1,0.0268,0.0319,0.036
0.0234,9,27,2,1,0.0256,0.0286,0.044
0.006,8,23,2,2,0.0166,0.0381,0.0217
0,9,25,3,2,0.0217,0.0221,0.0197
0.0201,4,7,2,1,0.016,0.0202,0.0332
0,5,15,3,1,0.016,0.0229,0.0407
0.0087,8,28,2,2,0.0423,0.0275,0.0172
0.0093,11,31,3,2,0.0337,0.02,0.0247
0.0457,8,24,2,1,0.0284,0.0177,0.0234
0.0342,8,16,2,1,0.0284,0.0206,0.0258
0.0656,4,13,2,1,0.0284,0.1423,0.1803
0.0822,7,20,2,1,0.0195,0.0141,0.02
0.0352,8,20,1,1,0.0314,0.0274,0.0299
0,13,28,1,1,0.1034,0.0243,0.0271
0.02,6,14,3,2,0.0646,0.0404,0.0297
0.0584,7,21,2,1,0.0249,0.0103,0.0162
0.216,8,26,3,1,0.0538,0.0303,0.0661
0.0286,12,27,2,2,0.0504,0.0379,0.0244
0.207,10,18,2,1,0.0986,0.0541,0.0278
0.125,7,27,2,1,0.0426,0.0554,0.1285
0,14,25,2,2,0.0145,0.0145,0.01
0.1111,5,23,1,1,0.0284,0.03,0.0862
0.0093,5,15,2,2,0.0215,0.0275,0.0108
0.0457,6,21,2,1,0.024,0.0113,0.0136
0.0448,8,21,1,1,0.0426,0.054,0.0608
0.0982,9,23,3,1,0.1422,0.0549,0.0883
0.0481,10,28,1,1,0.0284,0.0324,0.0407
0.1091,11,20,2,1,0.0339,0.0489,0.0762
0.092,8,22,2,1,0.0344,0.0595,0.0756
0.0283,13,26,2,2,0.0452,0.1665,0.0619
0.0299,7,21,1,1,0.0426,0.0285,0.03
0.0092,13,26,1,1,0.0203,0.0245,0.0288
0,12,25,2,2,0.0305,0.0209,0.011
0.069,10,29,1,1,0.0393,0.0234,0.0375
0,6,15,3,3,0.0273,0.0096,0.0013
0.0163,7,22,2,2,0.0284,0.0503,0.044
0.0068,6,17,1,1,0.0479,0.0159,0.018
0.1441,3,22,1,1,0.0158,0.0689,0.1315
0.305,9,19,2,1,0.0208,0.0175,0.0453
0.1056,14,28,2,1,0.044,0.0409,0.0627
0.0047,4,21,2,2,0.0384,0.0398,0.0126
0.1304,12,30,3,1,0.0855,0.036,0.044
0.0504,7,24,1,1,0.0273,0.0313,0.0379
0.005,8,23,1,1,0.025,0.0045,0.0153
0.0297,12,24,2,1,0.0217,0.0131,0.021
0.0032,4,7,2,1,0.016,0.0177,0.0251
0.0826,11,23,2,1,0.083,0.0227,0.0285
0.1565,14,28,1,1,0.0432,0.0412,0.0464
0.0244,4,17,2,1,0.0232,0.026,0.0416
0.0059,4,21,1,1,0.0161,0,0
0.0174,8,26,2,2,0.0305,0.0772,0.0232
0,10,26,2,2,0.0343,0.0273,0.0141
0,14,28,1,1,0.0436,0.0171,0.0202
0.0611,12,28,1,1,0.044,0.0126,0.0255
0.0828,5,14,2,1,0.0284,0.0577,0.1312
0,5,15,2,1,0.016,0.1319,0.1667
0,6,15,2,2,0.0078,0.012,0.0053
0.0347,3,19,2,1,0.016,0.0381,0.0626
0.0826,7,14,2,2,0.0373,0.1035,0.0851
0.0588,6,24,2,1,0.0284,0.0193,0.0318
0,15,25,1,1,0.015,0.0264,0.029
0.024,7,15,2,2,0.0273,0.0178,0.0018
0.019,8,17,1,1,0.0295,0.0296,0.0429
0.1359,9,23,2,1,0.1945,0.1061,0.1396
0.0546,16,26,1,1,0.0441,0.0423,0.0489
0.0261,6,26,1,1,0.0426,0.0066,0.0028
0.0244,8,21,1,1,0.04,0.0359,0.0432
0.0566,3,17,2,1,0.027,0.0308,0.0498
0.0388,3,19,1,1,0.0391,0.0048,0
0.2059,9,17,2,1,0.1022,0.0642,0.0641
0.0347,10,23,1,1,0.0544,0.0372,0.0439
0.1753,8,16,2,2,0.0279,0.0809,0.073
0.0761,10,24,1,1,0.0426,0.0619,0.0632
0,6,17,1,1,0.0373,0.0067,0.0076
0.07,11,26,2,2,0.0464,0.0222,0.0181
0.0286,5,15,1,1,0.0284,0.0182,0.0354
0.0099,6,15,1,1,0.0273,0.0353,0.0436
0.1371,10,21,2,1,0.0439,0.0342,0.0345
0.0376,6,14,1,1,0.0273,0.0149,0.023
0,8,17,2,2,0.0201,0.0107,0.0023
0.2378,12,23,2,1,0.0492,0.153,0.1935
0.0778,11,26,1,1,0.0779,0.0961,0.0961
0,7,22,1,1,0.0211,0.003,0.0031
0.0536,7,18,2,1,0.0461,0.0368,0.0426
0.112,6,19,2,1,0.0239,0.0802,0.1061
0,6,23,2,1,0.0285,0.0278,0.0331
0.2857,6,22,2,1,0.1051,0.1234,0.2702
0.0233,8,24,1,1,0.0273,0.0251,0.0238
0.0225,4,18,2,1,0.0344,0.022,0.0448
0.0561,8,31,2,2,0.0251,0.0557,0.0165
0.03,6,22,2,2,0.0273,0.0437,0.0366
0.1143,9,22,2,2,0.0285,0.0907,0.0684
0.5195,5,21,1,1,0.1683,0,0
0,3,13,2,1,0.016,0.0396,0.0612
0.0084,16,23,2,2,0.0232,0.1363,0.0108
0.1808,8,30,2,1,0.0572,0.041,0.0624
0,4,16,1,1,0.0262,0.0031,0
0.0283,11,26,3,2,0.0678,0.0226,0.0098
0,7,25,2,2,0.0344,0.0117,0.0051
0.047,8,18,2,2,0.0284,0.0597,0.0362
0,6,14,3,3,0.0273,0.0229,0.0049
0.0126,5,24,2,2,0.0186,0.0118,0.0072
0.0036,11,21,3,3,0.0361,0.0334,0.0251
0,7,17,3,3,0.0344,0.028,0
0.0275,13,24,2,1,0.0493,0.0183,0.0119
0.0074,7,18,2,2,0.0506,0.0747,0.004
0.0588,7,21,1,1,0.0364,0.0679,0.0679
0.52,6,19,1,1,0.0753,0.007,0.024
0.0171,5,22,1,1,0.0388,0.0324,0.0386
0.0862,8,30,2,1,0.0572,0.0315,0.0542
0.0905,12,23,2,1,0.0343,0.0589,0.0424
0.0088,6,24,3,3,0.0344,0.0468,0.0163
0.0174,10,26,2,2,0.0343,0.0383,0.0293
0,4,23,3,2,0.0161,0.0097,0.0101
0.0075,3,19,2,1,0.016,0.0385,0.0679
0.0233,10,24,2,2,0.0313,0.0341,0.0252
0.2213,9,17,2,1,0.0644,0.082,0.1208
0.1683,12,20,2,1,0.0613,0.0806,0.1154
0.3091,4,14,1,1,0.0273,0.0961,0.1519
0.1082,16,27,1,1,0.0506,0.0127,0
0,12,25,1,1,0.0234,0.0064,0.0084
0.0355,7,21,2,2,0.0344,0.0317,0.0243
0.066,5,15,2,1,0.016,0.0937,0.1139
0.0661,10,24,2,2,0.0426,0.0916,0.062
0.0248,13,24,2,2,0.0227,0.0145,0.0101
0.07,11,22,1,1,0.0494,0.0206,0.0275
0,8,21,2,1,0.0227,0.0376,0.0417
0.0045,14,25,2,1,0.0144,0.0232,0.0562
0.0253,7,22,1,1,0.0426,0.0233,0.0325
0,10,25,2,2,0.0444,0.1225,0.0963
0,7,16,3,2,0.0167,0.0041,0.0027
0.0286,7,19,2,2,0.024,0.0546,0.0456
0.0659,12,23,2,1,0.0494,0.0111,0.0124
0,11,21,3,2,0.0179,0.0615,0.0011
0.0772,3,19,1,1,0.0693,0.0187,0.0455
0.0192,7,25,2,1,0.0426,0.0086,0.021
0.0861,10,22,3,1,0.0343,0.0481,0.0771
0.0303,10,24,1,1,0.0494,0.0274,0.0315
0.0031,6,13,2,2,0.0336,0.0078,0.0058
0.0614,12,12,1,1,0.0408,0.0107,0.0129
0,11,17,1,1,0.0187,0.0031,0.0032
0.0308,6,14,1,1,0.0273,0.0301,0.0332
0.0441,4,13,1,1,0.0284,0.0778,0.0919
0.0051,8,19,1,1,0.0268,0.0017,0.0019
0.2567,9,23,2,1,0.1413,0.0479,0.0559
0.0265,5,20,2,2,0.0168,0.0283,0.0191
0.0155,6,14,2,1,0.0645,0.0189,0.0283
0.0179,12,17,1,1,0.0454,0.0189,0.025
0.0183,13,26,2,2,0.0253,0.0303,0.0236
0.0161,4,13,2,1,0.0284,0.0131,0.0219
0.1471,10,18,2,1,0.1036,0.0626,0.0989
0.0141,7,24,3,1,0.0304,0.0241,0.0366
0.0194,11,21,2,2,0.0958,0.0779,0.0634
0.0656,11,26,2,2,0.0945,0.088,0.0696
0.0183,14,22,2,2,0.0145,0.0818,0.0252
0,7,23,2,2,0.0272,0.0174,0.011
0.019,6,28,2,2,0.0715,0.041,0.0308
0.0265,8,24,1,1,0.0057,0.0113,0.0125
0.0194,15,27,1,1,0.012,0.0309,0.0341
0.0136,8,23,3,1,0.0415,0.0142,0.0119
0.0593,11,25,2,1,0.0507,0.0757,0.08
0.0476,5,22,2,2,0.1089,0.0512,0.0081
0.0994,10,13,2,1,0.026,0.0293,0.0418
0.0472,10,21,2,1,0.04,0.0301,0.0363
0.0762,16,27,2,1,0.0442,0.0369,0.0414
0.0053,13,23,3,2,0.022,0.1163,0.0185
0.1089,9,22,3,2,0.0343,0.1421,0.1565
0.0121,8,19,1,1,0.0266,0.0217,0.0327
0.2358,9,24,2,1,0.0617,0.1399,0.1969
0.0583,10,23,1,1,0.0426,0.0376,0.0416
0.1345,9,23,2,1,0.142,0.0785,0.1062
0.018,9,23,1,1,0.0161,0.0284,0.0382
0.0103,6,16,2,2,0.0284,0.0257,0.0161
0.0647,4,13,2,1,0.0284,0.026,0.0348
0,6,14,2,2,0.0273,0.0187,0.0115
0.0452,7,26,2,2,0.0426,0.0334,0.025
0.0099,10,25,2,2,0.0275,0.076,0.0582
0.0628,8,26,2,2,0.0419,0.0207,0.0149
0,11,28,3,3,0.021,0.0178,0.0114
0.0034,7,19,1,1,0.025,0.0176,0.0172
0.1964,9,23,2,1,0.194,0.1132,0.147
0.0994,12,23,2,1,0.0478,0.1691,0.1392
0,3,20,2,1,0.016,0.0293,0.0325
0,6,21,2,1,0.024,0.0109,0.0132
0.0066,8,23,2,2,0.0426,0.0171,0.0067
0.1049,7,15,2,1,0.0273,0.0233,0.0345
0,14,20,2,1,0.0047,0.0177,0.0279
0.0074,12,25,1,1,0.0211,0.0053,0.0059
0.1978,9,23,2,1,0.1962,0.1092,0.1635
0,14,26,1,1,0.0132,0.0436,0.0477
0.0288,11,28,1,1,0.025,0.2162,0.2482
0.0167,10,20,1,1,0.046,0.0152,0.0178
0.0041,11,22,2,2,0.0161,0.0161,0
0.0323,6,14,1,1,0.0273,0.0476,0.0523
0.0486,6,17,2,1,0.0284,0.0252,0.0398
0.0467,11,21,2,1,0.0601,0.0202,0.0303
0.0223,9,22,2,2,0.0284,0.0253,0.0239
0,5,19,1,1,0.02,0.0183,0.0219
0.0294,6,20,3,1,0.0083,0.0132,0.0252
0,12,24,2,2,0.0046,0.0042,0.0036
0.0071,3,25,2,1,0.016,0.0079,0.0146
0.0556,4,18,1,1,0.1733,0.0202,0.0342
0.0245,6,19,2,2,0.024,0.0298,0.0238
0.0903,5,15,2,2,0.038,0.0388,0.0398
0.0115,5,22,2,2,0.023,0.0208,0.0168
0.0094,10,23,3,1,0.0073,0.0134,0.0133
0.099,13,24,1,1,0.0494,0.0188,0.0329
0.0047,3,13,2,1,0.0161,0.0537,0.0801
0.0514,16,29,2,1,0.0381,0.0803,0.1619
0.0127,8,15,2,1,0.0261,0.0813,0.1216
0.1185,9,25,1,1,0.05,0.0837,0.0838
0.0316,9,25,3,2,0.0344,0.0629,0.0345
0.0102,8,24,2,1,0.0427,0.0099,0.0173
0.013,5,14,2,2,0.0284,0.0313,0.0287
0.0276,6,16,2,2,0.0284,0.0746,0.039
0.0582,11,25,1,1,0.0267,0.0216,0.0223
0.1143,10,23,2,2,0.1424,0.0695,0.052
0.1695,11,29,2,1,0.0572,0.0434,0.0577
0.02,8,26,1,1,0.0721,0.0159,0.0202
0.0216,8,25,1,1,0.0426,0.0065,0.0071
0.0297,4,20,1,1,0.1744,0.0115,0.0136
0.1339,4,18,1,1,0.1728,0.0078,0.0065
0.2867,4,21,1,1,0.1716,0,0
0.0052,9,24,2,2,0.0356,0.01,0.0065
0.0764,7,26,2,2,0.0471,0.0482,0.0397
0.0111,9,23,2,2,0.0305,0.0231,0.0123
0.0571,6,20,2,2,0.0344,0.0669,0.0595
0.0055,9,27,3,2,0.0258,0.0207,0.0135
0.0385,8,14,1,1,0.0623,0.0218,0.0256
0.0198,10,16,1,1,0.0566,0.015,0.0175
0.0904,15,24,1,1,0.0208,0.0191,0.0234
0.0191,9,18,2,1,0.0072,0.0154,0.0241
0.0224,12,23,2,2,0.0493,0.0797,0.0515
0.1524,13,28,1,1,0.0958,0.0112,0.0247
0.0099,8,24,3,3,0.0426,0.0342,0.0256
0.0486,12,23,2,1,0.0231,0.0418,0.0819
0,8,18,3,3,0.0125,0.0439,0.0165
0.0806,8,20,2,1,0.0238,0.0385,0.0457
0,7,15,3,2,0.0273,0.0716,0.04
0.0833,14,32,2,1,0.0967,0.02,0.0289
0.0827,12,26,2,2,0.0493,0.1401,0.0406
0,5,18,2,2,0.0069,0.0098,0.0032
0.1097,5,23,1,1,0.0284,0.0418,0.072
0.037,9,24,2,2,0.0185,0.0311,0.0235
0.2318,12,23,1,1,0.0492,0.0517,0.1419
0.0513,7,15,2,2,0.0273,0.0519,0.0274
0.2727,6,23,2,2,0.1055,0.1529,0.088
0.045,5,14,1,1,0.0284,0,0
0.2403,9,17,3,2,0.0542,0.0497,0.0837
0.0729,12,26,3,1,0.0267,0.1028,0.1557
0.0174,11,21,1,1,0.0627,0.009,0.0181
0.1111,8,23,2,1,0.0426,0.0327,0.0441
0.0485,9,23,2,2,0.0156,0.0466,0.0466
0.0205,7,17,2,1,0.0135,0.0305,0.0419
0.0403,7,16,2,1,0.0133,0.0181,0.0343
0.125,11,22,2,1,0.0443,0.0962,0.1296
0.024,8,30,1,1,0.0574,0.0078,0.0119
0.0148,7,26,2,2,0.0426,0.0239,0.0189
0.1083,9,24,2,1,0.0812,0.08,0.1004
0.041,12,21,1,1,0.0455,0.0122,0
0.188,9,22,2,1,0.0426,0.0434,0.0671
0,4,23,2,1,0.0161,0.0101,0.0178
0.0268,10,23,2,2,0.0426,0.0231,0.0172
0,7,14,3,3,0.0223,0.0124,0.0055
0,10,26,3,1,0.0122,0.0165,0.0263
0,11,24,2,2,0.0736,0.0038,0.0041
0.0361,7,26,1,1,0.0426,0.0262,0.038
0.0263,10,21,2,1,0.0494,0.0064,0.0083
0,8,15,2,2,0.019,2.00E-04,1.00E-04
0.2328,5,25,2,1,0.0745,0.0134,0.0276
0,7,27,3,2,0.0189,0.0169,0.0193
0.0171,5,26,1,1,0.0403,0.017,0.0199
0.1367,9,23,2,1,0.1963,0.0961,0.155
0.069,7,17,1,1,0.1729,0.0092,0.0124
0.0405,9,31,1,1,0.0386,0.0092,0
0.0355,10,23,2,2,0.0281,0.0196,0.0093
0.0101,6,14,1,1,0.0273,0.0057,0.0114
0.0328,4,21,2,2,0.0368,0.0584,0.0329
0.0054,9,16,2,2,0.0279,0.0232,0.007
0.0121,6,23,2,2,0.059,0.077,0.0229
0.0229,11,11,1,1,0.0169,0.0262,0.0421
0.0312,6,23,2,1,0.1058,0.0239,0.0331
0.0075,6,14,1,1,0.0273,0.0164,0.017
0.0372,16,29,1,1,0.0442,0.021,0.026
0.0173,8,24,1,1,0.0284,0.0164,0.0269
0.1007,12,26,2,1,0.0493,0.0607,0.1196
0.1439,11,31,2,1,0.0765,0.0249,0.1447
0,13,20,1,1,0.0319,0.0101,0.014
0.0071,12,24,1,1,0.0249,0.0038,0.0385
0.1982,13,31,2,1,0.0572,0.0298,0.0412
0.0415,7,21,1,1,0.0249,0.0072,0.0096
0,11,17,2,2,0.0546,0.0627,0.0708
0.0991,12,24,3,2,0.0511,0.1006,0.0752
0.0297,7,15,2,2,0.1057,0.0413,0.0221
0.0198,6,24,3,3,0.0426,0.0457,0.0246
0.1641,7,15,2,1,0.1057,0.0404,0.0438
0.0193,11,30,1,1,0.0192,0.0263,0.0288
0.042,6,21,2,1,0.024,0.0327,0.0473
0.0284,6,21,2,2,0.024,0.0533,0.02
0.0826,9,19,2,2,0.0238,0.0675,0.0383
0.0885,12,24,2,1,0.0544,0.0694,0.1014
0.1479,5,14,1,1,0.0773,0.0855,0.0507
0.0678,6,23,2,2,0.0426,0.015,0.0188
0.25,6,22,2,1,0.1052,0.0425,0.063
0.0667,8,25,3,1,0.0426,0.0214,0.0362
0.0727,8,27,2,1,0.0239,0.0945,0.1212
0.14,10,27,2,1,0.0426,0.0124,0.0131
0.2422,12,23,2,1,0.0493,0.1521,0.193
0.4295,14,25,3,2,0.1029,0.0535,0.0422
0.0116,12,24,1,1,0.0377,0.007,0.0084
0.0179,8,24,2,2,0.0155,0.0653,0.0499
0.0917,18,28,2,1,0.0262,0.0148,0.0472
0.0423,10,23,2,2,0.0426,0.0374,0.0243
0.0212,6,16,1,1,0.0096,0.0501,0.0686
0.0459,8,16,2,2,0.0273,0.124,0.0889
0.0189,8,19,1,1,0.0122,0.0283,0.0389
0.0026,8,21,2,2,0.0426,0.0404,0.0182
0.0118,10,19,2,2,0.0494,0.1102,0.0533
0.0523,7,22,2,1,0.0211,0.0321,0.055
0.0275,7,20,1,1,0.0055,0.0714,0.0721
0,5,22,1,1,0.0235,0.0038,7.00E-04
0,8,21,3,1,0.0426,0.0175,0.0242
0.0174,11,20,2,1,0.0446,0.0299,0.0392
0.1173,5,20,2,1,0.02,0.0323,0.0447
0.0258,6,14,1,1,0.0273,0.0352,0.0367
0.2532,14,25,2,1,0.0384,0.0422,0.0609
0.0424,8,25,2,2,0.0544,0.0499,0.0391
0.0429,9,21,1,1,0.0273,0.0198,0.047
0.093,7,22,2,1,0.0426,0.0426,0.0676
0.1905,5,22,2,1,0.1055,0.0372,0.0772
0.0274,8,21,1,1,0.0426,0.0158,0.0162
0.0286,4,14,1,1,0.0402,0.0168,0.021
0.0228,10,29,1,1,0.0404,0.0159,0.0175
0.0357,12,27,2,2,0.0142,0.0332,0.0137
0.4118,14,24,1,1,0.098,0,0
0.0502,8,16,1,1,0.0273,0.0302,0.0301
0.0045,12,14,1,1,0.025,0.0038,0.003
0.0064,10,24,2,2,0.0485,0.0298,0.0172
0.1342,9,26,2,1,0.0304,0.0903,0.1111
0.0065,11,26,3,1,0.0097,0.0313,0.0506
0.0396,10,21,2,1,0.0232,0.0114,0.0165
0.0486,6,14,2,2,0.0284,0.1,0.0149
0.029,6,14,1,1,0.0273,0.0595,0.0652
0.1762,5,25,2,1,0.0719,0.0348,0.0755
0.008,14,24,3,1,0.011,0.0043,0.0071
0.0345,5,15,2,1,0.0194,0.0098,0.0116
0.0169,4,14,1,1,0.0402,0.0254,0.0304
0.0248,12,25,2,2,0.025,0.0707,0.0324
0.1063,7,17,2,1,0.0561,0.0435,0.0549
0.0435,10,26,3,2,0.0208,0.048,0.0393
0.1648,10,19,1,1,0.0493,0.0647,0.1722
0.0132,10,20,1,1,0.0284,0.0123,0.034
0.0269,6,23,2,2,0.1057,0.0198,0.0277
0.1825,9,23,2,1,0.1944,0.0857,0.1102
0.1212,16,26,1,1,0.0895,0.0027,0
0.0091,8,13,3,2,0.0154,0.0835,0.0633
0,9,21,2,2,0.0375,0.0316,0.015
0.1378,8,24,2,2,0.0426,0.037,0.0235
0,7,15,2,2,0.1058,0.0191,0.0012
0.0214,8,25,1,1,0.0426,0.0029,0.0069
0.0268,10,31,2,2,0.105,0.0533,0.0219
0.0379,10,17,2,1,0.0194,0.0145,0.0228
0.2468,9,23,2,1,0.1417,0.0736,0.0969
0.2177,6,22,1,1,0.1727,0,0
0.0959,10,21,1,1,0.0494,0.0405,0.052
0.046,7,21,1,1,0.04,0.0145,0.0179
0.0165,6,22,2,2,0.0426,0.1138,0.0417
0.1019,9,23,3,1,0.1427,0.0506,0.0738
0.1518,9,23,2,1,0.1963,0.0707,0.0896
0.0355,11,16,1,1,0.062,0.0317,0.0205
0.0133,9,1,2,2,0.0168,0.0363,0.0077
0.0268,8,25,3,1,0.0426,0.0131,0.0444
0.0963,11,28,1,1,0.0355,0.0282,0.0343
0.0476,14,29,2,1,0.0264,0.0281,0.0382
0.075,8,24,2,1,0.0426,0.0586,0.111
0.1118,8,28,1,1,0.0542,0.0874,0.1142
0.0159,4,18,1,1,0.0361,0.025,0.0361
0.1416,6,21,3,1,0.2323,0.0389,0.0931
0.0034,5,15,1,1,0.0284,0.001,0.011
0.0276,6,14,1,1,0.0273,0.0115,0.0115
0.0343,7,15,1,1,0.0273,0.0315,0.0567
0.0032,9,19,2,1,0.0426,0.0031,0.015
0.3321,9,27,2,1,0.0845,0.0363,0.0303
0.0053,8,16,2,2,0.0273,0.0528,0.0349
0.0775,8,21,2,2,0.0308,0.0352,0.0351
0.0536,12,15,1,1,0.2991,0.0473,0.0538
0.1024,9,29,2,1,0.0344,0.0574,0.0799
0.0874,13,22,2,1,0.0238,0.0264,0.0357
0.0884,7,23,1,1,0.0426,0.0143,0.0158
0.004,7,24,3,3,0.0344,0.156,0.0112
0.1009,8,22,2,1,0.0233,0.0699,0.1246
0.023,8,23,2,1,0.0249,0.0938,0.1667
0,14,24,3,2,0.1058,0.0026,0.0018
0.0244,7,21,1,1,0.0407,0.0074,0.011
0.0256,8,20,1,1,0.039,0.0237,0.027
0.0513,12,21,2,2,0.045,0.1243,0.0467
0,14,28,2,1,0.0435,0.02,0.0316
0.0061,7,15,1,1,0.0097,0.0467,0.065
0.0054,8,23,2,1,0.0344,0.0141,0.0161
0.2937,7,15,2,1,0.1056,0.0349,0.0446
0.0161,7,20,1,1,0.0426,0.0776,0.0789
0.0289,5,19,2,1,0.0771,0.0303,0.0528
0.2407,4,25,2,1,0.1055,0.0616,0.084
0.0179,11,25,1,1,0.0273,0.0244,0.0282
0.0256,13,27,3,1,0.0361,0.0152,0.0241
0.0165,6,14,2,2,0.0273,0.0732,0
0.1016,12,26,2,2,0.0494,0.1682,0.0966
0.2657,12,23,1,1,0.1693,0.0138,0.0147
0.014,18,33,1,1,0.0265,0.018,0.0219
0.0056,13,23,2,2,0.013,0.0137,0.0098
0.0709,7,21,1,1,0.0383,0.0862,0.0881
0.0278,3,19,2,1,0.016,0.0376,0.0669
0.0602,10,18,2,1,0.0284,0.056,0.0686
0.2696,10,23,2,1,0.1957,0.0828,0.1235
0.0071,7,24,2,2,0.0195,0.012,0.006
0.0594,6,22,2,1,0.0284,0.0219,0.0346
0.0367,13,30,2,1,0.0243,0.0221,0.0308
0.0345,8,24,2,1,0.0426,0.0396,0.062
0.0112,10,23,2,1,0.0268,0.0051,0.0072
0,10,12,1,1,0.0424,0.0174,0.0246
0.0385,13,25,1,1,0.0191,0.0011,0.0021
0,10,25,2,2,0.0477,0.0073,0.0055
0.2409,10,19,2,1,0.0493,0.0461,0.0973
0.0079,12,24,3,2,0.0406,0.0448,0.0454
0.0997,5,23,2,1,0.0284,0.0153,0.0847
0.0067,7,19,2,2,0.024,0.0735,0.0606
0.0903,13,22,2,1,0.0345,0.0485,0.0799
0,10,24,1,1,0.049,0.0038,0.0035
0.0645,4,13,2,1,0.0284,0.0145,0.0204
0.0511,11,14,2,1,0.0294,0.0243,0.0312
0.2417,7,22,2,2,0.0426,0.0752,0.0242
0.093,11,22,1,1,0.0494,0,0
0.0097,9,17,2,1,0.0545,0.0352,0.0459
0.0039,5,14,1,1,0.0284,0,0
0.0077,14,25,1,1,0.0225,0.0145,0.0149
0.05,7,22,1,1,0.0426,0.0252,0.0382
0.0691,6,14,1,1,0.0273,0.0698,0.0879
0.0522,9,17,2,1,0.0273,0.0562,0.085
0,6,25,1,1,0.0426,0.0133,0.019
0.0148,11,17,2,1,0.0095,0.0473,0.0692
0.0495,9,23,2,1,0.0426,0.0408,0.0586
0.0377,8,16,2,2,0.0284,0.0365,0.0233
0,7,15,2,1,0.035,0.0233,0.043
0.0629,9,20,2,2,0.0876,0.1029,0.0717
0.0123,7,19,3,2,0.024,0.0433,0.0261
0.1111,6,20,1,1,0.0917,0,0
0.0579,11,17,3,1,0.0995,0.0371,0.0586
0.1487,16,26,1,1,0.0878,0.0049,0.0049
0.0189,10,27,2,2,0.0821,0.0135,0.0065
0.005,7,24,2,1,0.0426,0.0542,0.0816
0.0774,7,17,2,1,0.0611,0.0506,0.0611
0.0419,6,14,1,1,0.0273,0.0297,0.033
0,8,28,1,1,0.0152,0.0167,0.0182
0.0465,9,26,3,2,0.0384,0.023,0.0164
0.1207,7,21,1,1,0.0302,0.0075,0
0.013,9,24,1,1,0.0706,0.0089,0.011
0.0359,7,11,3,2,0.0278,0.0285,0.0264
0.0683,10,21,1,1,0.0317,0.0366,0.0481
0.0677,5,23,2,1,0.0284,0.0214,0.0808
0.0504,9,21,1,1,0.0261,0.0386,0.0426
0.0049,3,13,1,1,0.0161,0.007,0.0134
0.0775,8,23,2,2,0.1423,0.0915,0.0644
0.02,6,25,2,1,0.0376,0.0444,0.0619
0,9,27,3,2,0.0426,0.0104,0.0081
0.1102,9,23,2,1,0.1962,0.0388,0.052
0.14,9,23,2,1,0.1946,0.0897,0.1144
0.1986,12,30,2,1,0.0254,0.0682,0.1275
0.0992,7,21,2,1,0.0396,0.0337,0.0421
0.0592,10,22,2,1,0.0376,0.0549,0.0834
0.1659,12,21,2,1,0.0486,0.0528,0.0832
0.0221,7,24,2,2,0.0426,0.0373,0.0317
0.0979,5,23,1,1,0.0284,0.0295,0.0965
0.0278,14,28,2,1,0.0234,0.0246,0.0487
0,12,25,3,1,0.0211,0.0191,0.0268
0.0192,7,18,1,1,0.0273,0.0098,0.0176
0.0053,6,14,1,1,0.0273,0.035,0.036
0.0044,9,21,2,2,0.019,0.0223,0.0181
0.1571,11,26,1,1,0.0543,0.0895,0.1054
0.0402,6,19,1,1,0.0337,0.0083,0.0107
0.0096,14,25,2,1,0.0232,0.0194,0.0209
0.1286,8,16,2,1,0.0273,0.0333,0.056
0.2464,10,15,2,1,0.0613,0.0705,0.1065
0.1205,9,25,2,2,0.0507,0.1109,0.0833
0,11,21,2,2,0.0194,0.0609,0
0.0439,7,15,2,2,0.0273,0.0643,0.0444
0.0186,7,24,2,2,0.1052,0.0482,0.0049
0.0667,16,26,2,1,0.0442,0.0754,0.1751
0.09,6,20,1,1,0.0919,0.0232,0.0359
0,5,17,2,1,0.0333,0.0062,0.0109
0.0055,8,23,3,1,0.0265,0.0027,0.0036
0.0248,6,19,1,1,0.0341,0,0
0.0599,6,22,1,1,0.0426,0.0467,0.0471
0.0462,8,24,2,1,0.0426,0.0402,0.0689
0.0166,9,17,1,1,0.0273,0.0112,0.0172
0.0209,6,16,2,2,0.0284,0.0362,0.0245
